"x1","x2","y"
0.18722862448067823,0.4190686408624458,0
0.89074822061663967,0.0033671948851095035,1
0.47699620491005756,0.9734635355854262,0
0.4093113170956182,0.3530744315301295,0
0.13354311029359045,0.7936239165671757,0
0.5059312814228492,0.7123852464803024,1
0.1852593418308699,0.8987839461133569,0
0.12696236203390177,0.19362607788005226,0
0.5115125608958768,0.4592446653420146,1
0.5548522352112282,0.2834505596100627,1
0.7887722997781845,0.9543515791353976,0
0.008928398534175708,0.5356131789026235,0
0.11224566567519911,0.6059690277784717,0
0.5677534936266915,0.5589950566672502,1
0.32972435201892814,0.8382461035780377,0
0.7745016467323627,0.9055787460561662,1
0.7141503697417684,0.22511525982161107,1
0.8461263062753117,0.9157121830117061,1
0.4477999218925446,0.11873539785786225,0
0.6498386320232232,0.20730156071351735,1
0.8112401870134123,0.052119798061758926,1
0.17225292980954476,0.37622170604827776,0
0.1310876128740861,0.07737348520747633,0
0.23977470384685984,0.6743961721812501,0
0.8620552155456318,0.08230453231130319,1
0.6168169729354995,0.4444366786557781,1
0.8073847810969739,0.6268734061877437,1
0.732945039795937,0.11676777339881217,1
0.7926804953787896,0.9719037126679562,0
0.7902447635688281,0.4345322880299747,1
0.9070972188021733,0.9674959133677152,1
0.9564595719615976,0.18068682081295662,1
0.7743637356513311,0.7561974088401306,1
0.6330635616102764,0.7649423601970258,1
0.08018814561713472,0.6855722731697431,0
0.3409693912399343,0.6939473379701933,0
0.8957548860835056,0.8958173171222925,1
0.8856881694212472,0.3232614554799742,1
0.986562005630016,0.41178921455235873,1
0.6719324173648715,0.3755652522419828,1
0.5637808229295573,0.0007051219744060866,0
0.920626240831357,0.7967622765685005,1
0.610641004671979,0.7197110467285028,1
0.2967634517007849,0.8616312040200822,1
0.7102743622376013,0.4243372634723719,1
0.1639560604317254,0.5855294547248859,0
0.48572450079348917,0.572627666985777,1
0.7610692540515258,0.1268396729955268,1
0.77391623719690577,0.11814213403870966,1
0.6692014575225622,0.6656160104283275,1
0.6132906975268135,0.4447016770977814,1
0.07103912638725829,0.007989330785664439,0
0.2619216747393056,0.14259026095501226,0
0.7511797253792356,0.13977425546142386,1
0.23472299212457348,0.915447692852823,0
0.33688457587353504,0.5267844821559042,0
0.2282033063113602,0.32508436315824163,0
0.029018117701395285,0.5747697664972051,0
0.96787927248254384,0.4236807201123409,1
0.6129599047779279,0.9176609009415841,0
0.6769475501309818,0.6508441989325149,1
0.9960006753739816,0.1785196339182038,1
0.4428677933167855,0.9734086447960153,0
0.6602243854672116,0.40125815980002466,1
0.1383756179300193,0.5674437122259184,0
0.48414216213172145,0.3691709060716015,1
0.8489183017237398,0.12887936129622313,1
0.43556420115678174,0.06133752663950265,0
0.10634524610984086,0.6284766330480385,0
0.36925730730289885,0.027918080781353494,0
0.24840770955159264,0.6245016460199238,0
0.33508688352899085,0.9683548193803837,0
0.8067658690296506,0.8356210475332189,1
0.3265312052774809,0.06079322657951458,0
0.6674647020878441,0.24111579812293393,1
0.923029454435645,0.8263222855181962,1
0.5938845370107644,0.8174970723302648,0
0.1535214511264984,0.396287919036042,0
0.4644662048520569,0.9467918854660085,0
0.023715891739449768,0.7422039142749377,0
0.710173205209351,0.3428923582893584,1
0.9541060842739869,0.8709782038915255,1
0.8996144394936341,0.6680261260477087,1
0.7158761491413943,0.4398143651987487,1
0.8981657569160693,0.6017129358662845,1
0.3877198554796073,0.1181428191248528,0
0.8734958837447515,0.2322487661416961,1
0.9027260118983844,0.394925925206822,1
0.7384268318473144,0.012571904252901556,0
0.12139660956303788,0.39581664711702036,0
0.82776815635108836,0.08964136477020368,1
0.5589132510402808,0.8742038810599526,0
0.521315310513341,0.4941889005021789,1
0.3924269462518595,0.2573195336413072,0
0.8617024321003506,0.2926098659036216,1
0.25341173210040036,0.4717691596574405,0
0.8920533026696151,0.670333992638936,1
0.6444699387512234,0.9024399693373935,0
0.1698997823600532,0.16941731388381998,0
0.21534826497754844,0.2862191823234448,0
0.8023076714281321,0.7417556141134489,1
0.1340898465388236,0.5959349526198188,0
0.0166771781296422,0.7172092874802527,0
0.20504444779121922,0.2553845895351645,0
0.7043668681210954,0.8357519958123092,1
0.9829216690981331,0.8572311582946539,1
0.1017572796520183,0.6175702399655705,0
0.7679267316125811,0.7590341190320993,0
0.8110402285793814,0.640045203178266,1
0.30248546458971926,0.3568373638764948,0
0.3694304652992044,0.10650465421105304,0
0.3106120948821194,0.04005130281943692,0
0.5117364170315539,0.384737312014545,1
0.09811513479782197,0.44674946591133335,0
0.3180765131688923,0.9551469051349144,0
0.41925587157740307,0.6820974959384436,0
0.8834355485278631,0.9559334898116572,1
0.08196476204883707,0.1091225623736336,0
0.60939788924928666,0.7964488767896367,1
0.5235725572654006,0.8491225932749324,0
